date, pm25, pm10, o3, no2,region
2019/11/4, 17, 9, 24, 7,normandie
2019/11/5, 23, 10, 16, 9,normandie
2019/11/6, 27, 8, 22, 6,normandie
2019/11/7, 21, 9, 18, 10,normandie
2019/11/8, 30, 10, 17, 8,normandie
2019/11/9, 32, 7, 20, 6,normandie
2019/11/10, 28, 10, 24, 4,normandie
2019/11/11, 28, 8, 27, 6,normandie
2019/11/12, 20, 9, 23, 7,normandie
2019/11/13, 23, 8, 28, 7,normandie
2019/11/14, 22, 12, 10, 19,normandie
2019/11/15, 43, 11, 12, 10,normandie
2019/11/16, 35, 17, 9, 11,normandie
2019/11/18, 41, 13, 15, 12,normandie
2019/11/19, 40, 14, 16, 11,normandie
2019/11/20, 49, 14, 11, 9,normandie
2019/11/21, 49, 7, 27, 6,normandie
2019/11/22, 24, 9, 20, 10,normandie
2019/11/23, 35, 9, 24, 4,normandie
2019/11/24, 27, 8, 21, 5,normandie
2019/11/25, 25, 6, 25, 3,normandie
2019/11/26, 21, 8, 29, 2,normandie
2019/11/27, 19, 8, 25, 5,normandie
2019/11/28, 22, 10, 22, 11,normandie
2019/11/29, 26, 16, 18, 8,normandie
2019/11/30, 44, 13, 25, 6,normandie
2019/12/1, 39, 12, 27, 13,normandie
2019/12/2, 27, 21, 11, 18,normandie
2019/12/3, 63, 22, 9, 15,normandie
2019/12/4, 66, 22, 13, 11,normandie
2019/12/5, 64, 12, 25, 4,normandie
2019/12/6, 40, 11, 24, 5,normandie
2019/12/7, 25, 13, 31, 2,normandie
2019/12/8, 28, 18, 31, 4,normandie
2019/12/9, 36, 17, 23, 6,normandie
2019/12/10, 38, 9, 27, 8,normandie
2019/12/11, 23, 8, 27, 4,normandie
2019/12/12, 19, 15, 31, 5,normandie
2019/12/13, 34, 18, 35, 3,normandie
2019/12/14, 36, 14, 33, 2,normandie
2019/12/15, 30, 10, 26, 10,normandie
2019/12/16, 28, 10, 18, 12,normandie
2019/12/17, 37, 10, 20, 7,normandie
2019/12/18, 32, 18, 24, 4,normandie
